subj,prop,bucket,subject_num_chunks,step,exposures,gold_logprob,max_decoy_logprob,correct
In Your Eyes,screenwriter,low,5,20000,1,-2.6735434532165527,-5.122654914855957,True
In Your Eyes,screenwriter,low,5,30000,2,-2.0839760303497314,-5.592719078063965,True
In Your Eyes,screenwriter,low,5,40000,3,-1.8719990253448486,-5.138000965118408,True
In Your Eyes,screenwriter,low,5,50000,3,-1.8625637292861938,-5.42710018157959,True
In Your Eyes,screenwriter,low,5,60000,3,-2.2602672576904297,-4.467458248138428,True
In Your Eyes,screenwriter,low,5,70000,3,-1.7697105407714844,-4.709115505218506,True
In Your Eyes,screenwriter,low,5,80000,3,-2.2427315711975098,-5.047612190246582,True
In Your Eyes,screenwriter,low,5,90000,3,-1.8928896188735962,-4.648825645446777,True
In Your Eyes,screenwriter,low,5,100000,5,-1.9283201694488525,-3.695096969604492,True
In Your Eyes,screenwriter,low,5,109672,5,-1.980181336402893,-4.113895893096924,True
Think About You,composer,low,2,0,0,-11.775632858276367,-11.598139762878418,False
Think About You,composer,low,2,10000,1,-4.144124507904053,-4.425408363342285,True
Think About You,composer,low,2,20000,2,-4.2627854347229,-3.9776017665863037,False
Think About You,composer,low,2,30000,2,-3.679719924926758,-3.667890787124634,False
Think About You,composer,low,2,40000,2,-3.8611323833465576,-4.5440354347229,True
Think About You,composer,low,2,50000,2,-4.523451805114746,-3.7235419750213623,False
Think About You,composer,low,2,60000,2,-3.3192169666290283,-3.215625524520874,False
Think About You,composer,low,2,70000,2,-3.884052276611328,-3.4953277111053467,False
Think About You,composer,low,2,80000,2,-3.090512275695801,-3.0307586193084717,False
Think About You,composer,low,2,90000,2,-3.5982463359832764,-2.9247939586639404,False
Think About You,composer,low,2,100000,2,-3.4170773029327393,-2.755207061767578,False
Think About You,composer,low,2,109672,2,-2.716634750366211,-2.834808111190796,True
The Cube,director,low,5,0,0,-11.531842231750488,-11.55194091796875,True
The Cube,director,low,5,10000,0,-3.9784297943115234,-5.561522960662842,True
The Cube,director,low,5,20000,1,-4.524074077606201,-5.058662414550781,True
The Cube,director,low,5,30000,2,-3.3537979125976562,-4.001669883728027,True
The Cube,director,low,5,40000,2,-3.9510762691497803,-3.9461917877197266,False
The Cube,director,low,5,50000,2,-3.579561233520508,-3.388047456741333,False
The Cube,director,low,5,60000,3,-3.8713951110839844,-3.475193738937378,False
The Cube,director,low,5,70000,3,-3.88381028175354,-3.3457088470458984,False
The Cube,director,low,5,80000,5,-3.8829517364501953,-3.862765312194824,False
The Cube,director,low,5,90000,5,-3.9497716426849365,-3.331070899963379,False
The Cube,director,low,5,100000,5,-4.120153903961182,-3.297848701477051,False
The Cube,director,low,5,109672,5,-4.169575214385986,-3.3084301948547363,False
Francesco Maria Farnese,father,low,4,0,0,-11.611452102661133,-11.085490226745605,False
Francesco Maria Farnese,father,low,4,10000,1,-3.0894641876220703,-7.87263822555542,True
Francesco Maria Farnese,father,low,4,20000,1,-2.5736618041992188,-7.196470737457275,True
Francesco Maria Farnese,father,low,4,30000,1,-2.5402796268463135,-8.934406280517578,True
Francesco Maria Farnese,father,low,4,40000,1,-2.9308764934539795,-7.769828796386719,True
Francesco Maria Farnese,father,low,4,50000,1,-2.5671045780181885,-8.321795463562012,True
Francesco Maria Farnese,father,low,4,60000,1,-2.021768808364868,-8.23653793334961,True
Francesco Maria Farnese,father,low,4,70000,2,-2.23936128616333,-7.552995204925537,True
Francesco Maria Farnese,father,low,4,80000,2,-1.9889434576034546,-8.115335464477539,True
Francesco Maria Farnese,father,low,4,90000,2,-2.0217056274414062,-7.8519487380981445,True
Francesco Maria Farnese,father,low,4,100000,4,-1.9095714092254639,-8.140339851379395,True
Francesco Maria Farnese,father,low,4,109672,4,-1.779157280921936,-7.480653285980225,True
Arthur Herzog,father,mid,7,0,0,-11.805712699890137,-11.440506935119629,False
Arthur Herzog,father,mid,7,10000,0,-1.6730622053146362,-5.68400239944458,True
Arthur Herzog,father,mid,7,20000,0,-1.751212477684021,-4.9959821701049805,True
Arthur Herzog,father,mid,7,30000,0,-1.9921809434890747,-4.061448574066162,True
Arthur Herzog,father,mid,7,40000,1,-2.202364921569824,-5.418740272521973,True
Arthur Herzog,father,mid,7,50000,2,-2.2667059898376465,-3.892704725265503,True
Arthur Herzog,father,mid,7,60000,3,-2.4578254222869873,-4.456955909729004,True
Arthur Herzog,father,mid,7,70000,3,-2.7095415592193604,-4.570389270782471,True
Arthur Herzog,father,mid,7,80000,5,-2.6978867053985596,-3.897663116455078,True
Arthur Herzog,father,mid,7,90000,5,-2.512094497680664,-4.058404445648193,True
Arthur Herzog,father,mid,7,100000,7,-2.5752718448638916,-4.518625736236572,True
Arthur Herzog,father,mid,7,109672,7,-2.6337974071502686,-4.645692348480225,True
Warrior,genre,mid,7,0,0,-11.86171817779541,-11.248064994812012,False
Warrior,genre,mid,7,10000,1,-6.992496490478516,-5.221707820892334,False
Warrior,genre,mid,7,20000,2,-6.022982597351074,-3.6607043743133545,False
Warrior,genre,mid,7,30000,2,-6.130194664001465,-4.0426249504089355,False
Warrior,genre,mid,7,40000,2,-5.847160816192627,-3.9833693504333496,False
Warrior,genre,mid,7,50000,3,-6.16143798828125,-3.830583095550537,False
Warrior,genre,mid,7,60000,3,-5.668957710266113,-3.7358405590057373,False
Warrior,genre,mid,7,70000,4,-6.615757465362549,-4.899997711181641,False
Warrior,genre,mid,7,80000,5,-6.065321922302246,-3.6972789764404297,False
Warrior,genre,mid,7,90000,7,-5.974958419799805,-3.9006996154785156,False
Warrior,genre,mid,7,100000,7,-7.111392498016357,-4.16522216796875,False
Warrior,genre,mid,7,109672,7,-6.344782829284668,-3.86165189743042,False
Trance,producer,mid,18,0,0,-11.830814361572266,-11.108917236328125,False
Trance,producer,mid,18,10000,7,-7.7090020179748535,-7.9630584716796875,True
Trance,producer,mid,18,20000,11,-6.091289043426514,-6.696533203125,True
Trance,producer,mid,18,30000,13,-6.689998626708984,-6.338898658752441,False
Trance,producer,mid,18,40000,13,-4.876898288726807,-7.107056140899658,True
Trance,producer,mid,18,50000,14,-5.568716049194336,-6.6610918045043945,True
Trance,producer,mid,18,60000,14,-5.732247352600098,-6.670548439025879,True
Trance,producer,mid,18,70000,15,-6.065723419189453,-6.278692245483398,True
Trance,producer,mid,18,80000,16,-6.098257064819336,-6.985908031463623,True
Trance,producer,mid,18,90000,17,-6.284525394439697,-6.0486226081848145,False
Trance,producer,mid,18,100000,17,-5.938323020935059,-6.018367290496826,True
Trance,producer,mid,18,109672,18,-6.218303680419922,-6.62516450881958,True
Sacrifice,genre,mid,22,0,0,-11.432597160339355,-11.35573673248291,False
Sacrifice,genre,mid,22,10000,0,-3.739508867263794,-7.277162551879883,True
Sacrifice,genre,mid,22,20000,2,-4.941163539886475,-7.0924072265625,True
Sacrifice,genre,mid,22,30000,5,-3.3577489852905273,-5.229243278503418,True
Sacrifice,genre,mid,22,40000,7,-4.940158843994141,-7.06970739364624,True
Sacrifice,genre,mid,22,50000,10,-4.626695156097412,-5.921075820922852,True
Sacrifice,genre,mid,22,60000,12,-3.977471351623535,-6.013207912445068,True
Sacrifice,genre,mid,22,70000,14,-3.4033377170562744,-5.102864742279053,True
Sacrifice,genre,mid,22,80000,17,-3.6895620822906494,-5.70339822769165,True
Sacrifice,genre,mid,22,90000,18,-4.151710510253906,-6.0894246101379395,True
Sacrifice,genre,mid,22,100000,21,-3.665088653564453,-5.940226078033447,True
Sacrifice,genre,mid,22,109672,22,-3.892132520675659,-6.155361175537109,True
Recess,producer,mid,17,0,0,-11.970024108886719,-11.763190269470215,False
Recess,producer,mid,17,10000,2,-5.117003917694092,-5.290277481079102,True
Recess,producer,mid,17,20000,3,-5.8185858726501465,-5.868551254272461,True
Recess,producer,mid,17,30000,4,-4.634482383728027,-5.303823471069336,True
Recess,producer,mid,17,40000,6,-5.875213623046875,-5.903046131134033,True
Recess,producer,mid,17,50000,7,-4.14489221572876,-4.128551959991455,False
Recess,producer,mid,17,60000,11,-3.85412335395813,-4.6468825340271,True
Recess,producer,mid,17,70000,11,-4.5893988609313965,-5.2428131103515625,True
Recess,producer,mid,17,80000,13,-4.687383651733398,-4.787606716156006,True
Recess,producer,mid,17,90000,15,-4.453311920166016,-4.6293511390686035,True
Recess,producer,mid,17,100000,17,-4.6037445068359375,-4.505969524383545,False
Recess,producer,mid,17,109672,17,-4.849056243896484,-4.73463249206543,False
Ninnindale,composer,mid,8,0,0,-11.908096313476562,-11.347285270690918,False
Ninnindale,composer,mid,8,10000,0,-4.943014144897461,-4.854190826416016,False
Ninnindale,composer,mid,8,20000,0,-5.499518871307373,-4.537995338439941,False
Ninnindale,composer,mid,8,30000,0,-4.993592739105225,-4.46357536315918,False
Ninnindale,composer,mid,8,40000,1,-5.953647613525391,-4.915495872497559,False
Ninnindale,composer,mid,8,50000,2,-5.64447546005249,-2.9062488079071045,False
Ninnindale,composer,mid,8,60000,2,-5.376842021942139,-3.525418996810913,False
Ninnindale,composer,mid,8,70000,4,-4.686862468719482,-3.315906047821045,False
Ninnindale,composer,mid,8,80000,6,-4.856655597686768,-1.87507963180542,False
Ninnindale,composer,mid,8,90000,7,-4.866331577301025,-2.600790023803711,False
Ninnindale,composer,mid,8,100000,8,-5.54815149307251,-1.8873041868209839,False
Ninnindale,composer,mid,8,109672,8,-5.474172592163086,-2.174853563308716,False
Tabloid,director,mid,8,0,0,-11.333649635314941,-12.127130508422852,True
Tabloid,director,mid,8,10000,0,-6.567332744598389,-5.693663597106934,False
Tabloid,director,mid,8,20000,0,-5.828033447265625,-5.842191696166992,True
Tabloid,director,mid,8,30000,0,-4.534931659698486,-3.845637559890747,False
Tabloid,director,mid,8,40000,0,-4.767272472381592,-6.363666534423828,True
Tabloid,director,mid,8,50000,0,-4.046262741088867,-4.872061729431152,True
Tabloid,director,mid,8,60000,1,-4.565508842468262,-5.155385971069336,True
Tabloid,director,mid,8,70000,4,-5.052420139312744,-5.188562393188477,True
Tabloid,director,mid,8,80000,4,-4.25476598739624,-5.206823348999023,True
Tabloid,director,mid,8,90000,5,-4.653493404388428,-5.993981838226318,True
Tabloid,director,mid,8,100000,5,-4.600467205047607,-3.888536214828491,False
Tabloid,director,mid,8,109672,8,-5.198604106903076,-4.609602451324463,False
The Court,genre,mid,8,0,0,-11.50120735168457,-11.619145393371582,True
The Court,genre,mid,8,10000,2,-6.941236972808838,-3.5277347564697266,False
The Court,genre,mid,8,20000,2,-8.542865753173828,-3.6613471508026123,False
The Court,genre,mid,8,30000,2,-6.865304946899414,-3.7172842025756836,False
The Court,genre,mid,8,40000,2,-6.449613571166992,-3.6703593730926514,False
The Court,genre,mid,8,50000,3,-6.541399002075195,-4.272400379180908,False
The Court,genre,mid,8,60000,5,-6.531108379364014,-3.7784671783447266,False
The Court,genre,mid,8,70000,5,-7.054077625274658,-4.487452507019043,False
The Court,genre,mid,8,80000,6,-6.311426162719727,-4.306069850921631,False
The Court,genre,mid,8,90000,7,-6.3089399337768555,-3.940408945083618,False
The Court,genre,mid,8,100000,7,-7.360144138336182,-4.354506015777588,False
The Court,genre,mid,8,109672,8,-6.581793785095215,-4.325413227081299,False
Royal Pudding,director,mid,9,0,0,-11.529581069946289,-11.53312873840332,True
Royal Pudding,director,mid,9,10000,1,-6.376261234283447,-2.804680585861206,False
Royal Pudding,director,mid,9,20000,2,-7.422090530395508,-3.337634801864624,False
Royal Pudding,director,mid,9,30000,3,-5.398372650146484,-2.3788788318634033,False
Royal Pudding,director,mid,9,40000,3,-7.093277454376221,-2.5260815620422363,False
Royal Pudding,director,mid,9,50000,4,-6.376078128814697,-2.3113880157470703,False
Royal Pudding,director,mid,9,60000,6,-6.284912109375,-3.08058500289917,False
Royal Pudding,director,mid,9,70000,8,-7.962162971496582,-3.126798152923584,False
Royal Pudding,director,mid,9,80000,8,-7.370082855224609,-2.6685290336608887,False
Royal Pudding,director,mid,9,90000,9,-7.695343017578125,-2.9647955894470215,False
Royal Pudding,director,mid,9,100000,9,-7.573897361755371,-2.850994348526001,False
Royal Pudding,director,mid,9,109672,9,-7.579390048980713,-2.8056883811950684,False
The Actress,screenwriter,mid,12,0,0,-12.321475982666016,-11.802026748657227,False
The Actress,screenwriter,mid,12,10000,1,-6.772888660430908,-7.1308441162109375,True
The Actress,screenwriter,mid,12,20000,2,-6.23827600479126,-6.916980743408203,True
The Actress,screenwriter,mid,12,30000,2,-6.506197929382324,-6.180157661437988,False
The Actress,screenwriter,mid,12,40000,2,-6.80755090713501,-6.183808326721191,False
The Actress,screenwriter,mid,12,50000,4,-5.678844928741455,-6.687567710876465,True
The Actress,screenwriter,mid,12,60000,5,-6.03974723815918,-7.19173526763916,True
The Actress,screenwriter,mid,12,70000,7,-5.915590763092041,-6.779514789581299,True
The Actress,screenwriter,mid,12,80000,7,-6.464364051818848,-6.504202842712402,True
The Actress,screenwriter,mid,12,90000,9,-6.092348575592041,-6.567168235778809,True
The Actress,screenwriter,mid,12,100000,10,-5.8556952476501465,-5.977057456970215,True
The Actress,screenwriter,mid,12,109672,12,-5.966675281524658,-6.487841606140137,True
Donsol,screenwriter,mid,9,0,0,-11.518333435058594,-11.284974098205566,False
Donsol,screenwriter,mid,9,10000,2,-4.648488998413086,-6.239430904388428,True
Donsol,screenwriter,mid,9,20000,3,-4.421449661254883,-6.083217620849609,True
Donsol,screenwriter,mid,9,30000,4,-3.8896336555480957,-5.936293125152588,True
Donsol,screenwriter,mid,9,40000,4,-4.132811546325684,-6.080753326416016,True
Donsol,screenwriter,mid,9,50000,4,-3.5732667446136475,-5.828413486480713,True
Donsol,screenwriter,mid,9,60000,4,-3.8912253379821777,-5.667152404785156,True
Donsol,screenwriter,mid,9,70000,5,-3.9502477645874023,-5.732200622558594,True
Donsol,screenwriter,mid,9,80000,6,-4.183223724365234,-5.784098148345947,True
Donsol,screenwriter,mid,9,90000,8,-3.7288436889648438,-5.785428524017334,True
Donsol,screenwriter,mid,9,100000,8,-3.9854888916015625,-6.123575687408447,True
Donsol,screenwriter,mid,9,109672,9,-3.8885841369628906,-6.06089448928833,True
Time Out,screenwriter,mid,12,0,0,-12.134203910827637,-11.477827072143555,False
Time Out,screenwriter,mid,12,10000,2,-9.123995780944824,-7.570724964141846,False
Time Out,screenwriter,mid,12,20000,3,-9.750765800476074,-6.492254734039307,False
Time Out,screenwriter,mid,12,30000,4,-9.155438423156738,-7.287541389465332,False
Time Out,screenwriter,mid,12,40000,6,-8.855143547058105,-7.872950553894043,False
Time Out,screenwriter,mid,12,50000,7,-9.101103782653809,-7.49540901184082,False
Time Out,screenwriter,mid,12,60000,8,-7.389808654785156,-7.130984783172607,False
Time Out,screenwriter,mid,12,70000,9,-7.5589118003845215,-6.077110290527344,False
Time Out,screenwriter,mid,12,80000,10,-8.275819778442383,-4.504098892211914,False
Time Out,screenwriter,mid,12,90000,10,-7.575963973999023,-5.642478942871094,False
Time Out,screenwriter,mid,12,100000,11,-7.708346843719482,-4.557215690612793,False
Time Out,screenwriter,mid,12,109672,12,-6.713350772857666,-5.10911226272583,False
Army Daze,screenwriter,mid,14,0,0,-11.779441833496094,-11.371975898742676,False
Army Daze,screenwriter,mid,14,10000,1,-5.8452324867248535,-6.100563049316406,True
Army Daze,screenwriter,mid,14,20000,1,-5.732914447784424,-7.099610805511475,True
Army Daze,screenwriter,mid,14,30000,3,-5.75464391708374,-7.1944451332092285,True
Army Daze,screenwriter,mid,14,40000,3,-5.432167053222656,-7.120279312133789,True
Army Daze,screenwriter,mid,14,50000,4,-5.646020889282227,-7.46396017074585,True
Army Daze,screenwriter,mid,14,60000,6,-4.972893714904785,-6.793019771575928,True
Army Daze,screenwriter,mid,14,70000,8,-5.050677299499512,-6.882358551025391,True
Army Daze,screenwriter,mid,14,80000,10,-5.505405426025391,-7.592376708984375,True
Army Daze,screenwriter,mid,14,90000,14,-5.574832439422607,-7.606632232666016,True
Army Daze,screenwriter,mid,14,100000,14,-5.624314785003662,-7.490438938140869,True
Army Daze,screenwriter,mid,14,109672,14,-5.550477504730225,-7.731225490570068,True
Bullet to the Head,genre,mid,14,0,0,-11.644248962402344,-11.35460376739502,False
Bullet to the Head,genre,mid,14,10000,4,-7.7114644050598145,-4.998610019683838,False
Bullet to the Head,genre,mid,14,20000,6,-7.31919527053833,-4.783344745635986,False
Bullet to the Head,genre,mid,14,30000,7,-6.857500076293945,-3.658076524734497,False
Bullet to the Head,genre,mid,14,40000,9,-5.183977127075195,-3.283968210220337,False
Bullet to the Head,genre,mid,14,50000,11,-6.729242324829102,-4.490791320800781,False
Bullet to the Head,genre,mid,14,60000,11,-6.271231651306152,-4.140213489532471,False
Bullet to the Head,genre,mid,14,70000,12,-5.932311534881592,-4.668458938598633,False
Bullet to the Head,genre,mid,14,80000,12,-6.347901821136475,-3.875450372695923,False
Bullet to the Head,genre,mid,14,90000,13,-5.755181789398193,-3.59914493560791,False
Bullet to the Head,genre,mid,14,100000,13,-6.139310836791992,-4.052401065826416,False
Bullet to the Head,genre,mid,14,109672,14,-5.8841023445129395,-3.759845733642578,False
30 Minutes,genre,mid,10,0,0,-11.469422340393066,-11.268472671508789,False
30 Minutes,genre,mid,10,10000,0,-5.33922004699707,-6.512623310089111,True
30 Minutes,genre,mid,10,20000,1,-4.119529724121094,-5.0678887367248535,True
30 Minutes,genre,mid,10,30000,2,-3.7069954872131348,-4.247303009033203,True
30 Minutes,genre,mid,10,40000,3,-4.023406028747559,-4.29353141784668,True
30 Minutes,genre,mid,10,50000,5,-4.351366996765137,-5.126865863800049,True
30 Minutes,genre,mid,10,60000,6,-4.571860313415527,-4.858207702636719,True
30 Minutes,genre,mid,10,70000,6,-4.857245445251465,-4.239795207977295,False
30 Minutes,genre,mid,10,80000,6,-4.030110836029053,-3.6654720306396484,False
30 Minutes,genre,mid,10,90000,7,-4.111639022827148,-3.953599214553833,False
30 Minutes,genre,mid,10,100000,7,-4.642722129821777,-4.361313819885254,False
30 Minutes,genre,mid,10,109672,10,-4.242365837097168,-5.048522472381592,True
The East,composer,mid,19,0,0,-11.615010261535645,-11.625240325927734,True
The East,composer,mid,19,10000,1,-8.685942649841309,-4.073764324188232,False
The East,composer,mid,19,20000,2,-6.871804237365723,-3.039081335067749,False
The East,composer,mid,19,30000,4,-7.806462287902832,-2.9202165603637695,False
The East,composer,mid,19,40000,8,-10.038755416870117,-3.5911035537719727,False
The East,composer,mid,19,50000,8,-8.426297187805176,-2.587578058242798,False
The East,composer,mid,19,60000,9,-8.782877922058105,-2.2786967754364014,False
The East,composer,mid,19,70000,11,-8.385629653930664,-2.5745880603790283,False
The East,composer,mid,19,80000,11,-9.285642623901367,-2.3245561122894287,False
The East,composer,mid,19,90000,14,-7.632579803466797,-2.4663407802581787,False
The East,composer,mid,19,100000,18,-7.993456840515137,-2.3514750003814697,False
The East,composer,mid,19,109672,19,-7.397734642028809,-2.6380064487457275,False
Anton II of Georgia,father,mid,15,0,0,-11.7572021484375,-11.002007484436035,False
Anton II of Georgia,father,mid,15,10000,1,-2.8440723419189453,-3.305233955383301,True
Anton II of Georgia,father,mid,15,20000,3,-2.872204542160034,-3.2910568714141846,True
Anton II of Georgia,father,mid,15,30000,6,-2.10455060005188,-3.4035942554473877,True
Anton II of Georgia,father,mid,15,40000,8,-1.9825395345687866,-3.6929264068603516,True
Anton II of Georgia,father,mid,15,50000,11,-2.368497371673584,-2.1924383640289307,False
Anton II of Georgia,father,mid,15,60000,12,-2.6093947887420654,-3.0751142501831055,True
Anton II of Georgia,father,mid,15,70000,13,-2.5822596549987793,-2.417189121246338,False
Anton II of Georgia,father,mid,15,80000,14,-1.6959466934204102,-2.6438357830047607,True
Anton II of Georgia,father,mid,15,90000,14,-1.9251421689987183,-2.9811582565307617,True
Anton II of Georgia,father,mid,15,100000,14,-1.824792504310608,-2.6232407093048096,True
Anton II of Georgia,father,mid,15,109672,15,-1.7168707847595215,-2.3069515228271484,True
Ankhiyon Ke Jharokhon Se,composer,mid,13,0,0,-11.694580078125,-11.56310749053955,False
Ankhiyon Ke Jharokhon Se,composer,mid,13,10000,2,-5.766965389251709,-7.354555606842041,True
Ankhiyon Ke Jharokhon Se,composer,mid,13,20000,3,-5.812315464019775,-5.853246688842773,True
Ankhiyon Ke Jharokhon Se,composer,mid,13,30000,3,-3.522012948989868,-6.125971794128418,True
Ankhiyon Ke Jharokhon Se,composer,mid,13,40000,4,-4.8074951171875,-5.99178409576416,True
Ankhiyon Ke Jharokhon Se,composer,mid,13,50000,5,-5.115314483642578,-6.585733413696289,True
Ankhiyon Ke Jharokhon Se,composer,mid,13,60000,7,-4.079835891723633,-5.642285346984863,True
Ankhiyon Ke Jharokhon Se,composer,mid,13,70000,7,-4.184515476226807,-6.159870147705078,True
Ankhiyon Ke Jharokhon Se,composer,mid,13,80000,7,-3.9545297622680664,-6.210732460021973,True
Ankhiyon Ke Jharokhon Se,composer,mid,13,90000,9,-4.914664268493652,-6.220375061035156,True
Ankhiyon Ke Jharokhon Se,composer,mid,13,100000,10,-4.1656270027160645,-5.693906784057617,True
Ankhiyon Ke Jharokhon Se,composer,mid,13,109672,13,-4.028531074523926,-5.607034206390381,True
Cousins,director,mid,16,0,0,-11.171689987182617,-11.331459045410156,True
Cousins,director,mid,16,10000,0,-3.353889226913452,-3.686497926712036,True
Cousins,director,mid,16,20000,2,-4.080674171447754,-3.1275100708007812,False
Cousins,director,mid,16,30000,3,-3.849590301513672,-2.77624249458313,False
Cousins,director,mid,16,40000,4,-4.342130184173584,-4.080928802490234,False
Cousins,director,mid,16,50000,8,-3.532165765762329,-3.381455183029175,False
Cousins,director,mid,16,60000,8,-3.709953546524048,-2.1767499446868896,False
Cousins,director,mid,16,70000,8,-3.444664478302002,-2.705190658569336,False
Cousins,director,mid,16,80000,12,-3.208876609802246,-2.7789981365203857,False
Cousins,director,mid,16,90000,12,-3.4113266468048096,-2.585341453552246,False
Cousins,director,mid,16,100000,13,-3.1666407585144043,-2.317250967025757,False
Cousins,director,mid,16,109672,16,-3.2796685695648193,-2.444132089614868,False
Jade,composer,mid,20,0,0,-11.96699047088623,-11.499931335449219,False
Jade,composer,mid,20,10000,3,-5.452188968658447,-6.41873836517334,True
Jade,composer,mid,20,20000,5,-5.172343730926514,-4.949425220489502,False
Jade,composer,mid,20,30000,6,-4.749795436859131,-4.6649088859558105,False
Jade,composer,mid,20,40000,7,-5.124180316925049,-5.819765567779541,True
Jade,composer,mid,20,50000,7,-4.471181392669678,-4.853618144989014,True
Jade,composer,mid,20,60000,9,-4.446438789367676,-4.76690149307251,True
Jade,composer,mid,20,70000,10,-3.9892959594726562,-4.561676502227783,True
Jade,composer,mid,20,80000,15,-4.132003307342529,-4.1675639152526855,True
Jade,composer,mid,20,90000,17,-3.7676279544830322,-4.6334733963012695,True
Jade,composer,mid,20,100000,20,-3.814455032348633,-4.984968662261963,True
Jade,composer,mid,20,109672,20,-3.639871835708618,-5.0814924240112305,True
Eating Out,genre,mid,16,0,0,-12.663661003112793,-11.263923645019531,False
Eating Out,genre,mid,16,10000,2,-5.8161163330078125,-6.538194179534912,True
Eating Out,genre,mid,16,20000,4,-5.871575355529785,-7.050065040588379,True
Eating Out,genre,mid,16,30000,6,-5.37980318069458,-5.472617149353027,True
Eating Out,genre,mid,16,40000,8,-4.887417793273926,-5.8851776123046875,True
Eating Out,genre,mid,16,50000,8,-5.8825201988220215,-6.23764705657959,True
Eating Out,genre,mid,16,60000,9,-5.594231605529785,-5.854970455169678,True
Eating Out,genre,mid,16,70000,9,-4.966415882110596,-6.7227935791015625,True
Eating Out,genre,mid,16,80000,9,-5.797250747680664,-6.625373840332031,True
Eating Out,genre,mid,16,90000,11,-5.021480083465576,-6.432262897491455,True
Eating Out,genre,mid,16,100000,15,-5.942760944366455,-7.417048454284668,True
Eating Out,genre,mid,16,109672,16,-5.285792827606201,-7.3349609375,True
As One,genre,mid,9,0,0,-11.581074714660645,-11.329183578491211,False
As One,genre,mid,9,10000,1,-6.740449905395508,-6.949975967407227,True
As One,genre,mid,9,20000,3,-5.604646682739258,-6.097158432006836,True
As One,genre,mid,9,30000,3,-5.058126926422119,-5.784273147583008,True
As One,genre,mid,9,40000,4,-4.973795413970947,-5.669774532318115,True
As One,genre,mid,9,50000,4,-5.697935581207275,-5.953848361968994,True
As One,genre,mid,9,60000,4,-6.668453693389893,-5.469909191131592,False
As One,genre,mid,9,70000,5,-5.193335056304932,-4.892027378082275,False
As One,genre,mid,9,80000,5,-6.260986804962158,-5.278642177581787,False
As One,genre,mid,9,90000,6,-6.508190631866455,-4.850497722625732,False
As One,genre,mid,9,100000,9,-5.576653957366943,-4.891592025756836,False
As One,genre,mid,9,109672,9,-5.981534957885742,-4.850622653961182,False
Condorman,director,mid,16,0,0,-11.585780143737793,-10.968914985656738,False
Condorman,director,mid,16,10000,1,-6.175065994262695,-5.0490522384643555,False
Condorman,director,mid,16,20000,3,-6.682098865509033,-6.635836601257324,False
Condorman,director,mid,16,30000,5,-6.814798355102539,-5.248473644256592,False
Condorman,director,mid,16,40000,6,-7.196376800537109,-6.859325408935547,False
Condorman,director,mid,16,50000,9,-5.910974979400635,-5.510316848754883,False
Condorman,director,mid,16,60000,10,-6.080863952636719,-5.965035438537598,False
Condorman,director,mid,16,70000,10,-5.6035027503967285,-5.62120246887207,True
Condorman,director,mid,16,80000,12,-5.7605061531066895,-5.784754276275635,True
Condorman,director,mid,16,90000,13,-6.002754211425781,-6.368995189666748,True
Condorman,director,mid,16,100000,14,-5.601789951324463,-6.137821197509766,True
Condorman,director,mid,16,109672,16,-5.21377420425415,-5.305392265319824,True
"Honey, We Shrunk Ourselves",director,mid,19,0,0,-11.475028038024902,-11.738264083862305,True
"Honey, We Shrunk Ourselves",director,mid,19,10000,2,-6.658641815185547,-3.951295852661133,False
"Honey, We Shrunk Ourselves",director,mid,19,20000,3,-7.616736888885498,-4.254573345184326,False
"Honey, We Shrunk Ourselves",director,mid,19,30000,5,-6.919836044311523,-3.3536031246185303,False
"Honey, We Shrunk Ourselves",director,mid,19,40000,6,-6.702206611633301,-4.315215587615967,False
"Honey, We Shrunk Ourselves",director,mid,19,50000,8,-6.400937080383301,-3.540477752685547,False
"Honey, We Shrunk Ourselves",director,mid,19,60000,9,-6.04484224319458,-3.532789707183838,False
"Honey, We Shrunk Ourselves",director,mid,19,70000,10,-5.828934669494629,-3.166173219680786,False
"Honey, We Shrunk Ourselves",director,mid,19,80000,13,-5.545968055725098,-3.470362663269043,False
"Honey, We Shrunk Ourselves",director,mid,19,90000,13,-5.116551876068115,-3.4320569038391113,False
"Honey, We Shrunk Ourselves",director,mid,19,100000,13,-5.4412736892700195,-3.915393590927124,False
"Honey, We Shrunk Ourselves",director,mid,19,109672,19,-5.12190055847168,-2.765815496444702,False
Beautiful,screenwriter,mid,14,0,0,-11.564742088317871,-11.694600105285645,True
Beautiful,screenwriter,mid,14,10000,1,-6.341888427734375,-4.542360305786133,False
Beautiful,screenwriter,mid,14,20000,2,-4.976272106170654,-3.894549608230591,False
Beautiful,screenwriter,mid,14,30000,5,-3.6402125358581543,-2.7182514667510986,False
Beautiful,screenwriter,mid,14,40000,6,-5.562036991119385,-3.8468799591064453,False
Beautiful,screenwriter,mid,14,50000,10,-4.3855485916137695,-3.2117862701416016,False
Beautiful,screenwriter,mid,14,60000,10,-4.819116115570068,-2.737075090408325,False
Beautiful,screenwriter,mid,14,70000,13,-4.565330982208252,-2.9174792766571045,False
Beautiful,screenwriter,mid,14,80000,13,-3.7725002765655518,-2.83345365524292,False
Beautiful,screenwriter,mid,14,90000,13,-4.131930828094482,-2.9694247245788574,False
Beautiful,screenwriter,mid,14,100000,14,-4.125397205352783,-2.7983365058898926,False
